Order,Day-Order,Time-Order,Day-Ops,Service,Type,Origin,X,Y,Early,Latest,Demand,Service Time 
660,,,7,2,2,2,20,59,300,420,2,5
661,,,8,1,2,2,98,8,420,540,2,5
662,,,10,2,2,2,98,66,180,300,1,5
663,,,4,2,2,2,85,18,300,600,3,5
664,,,4,1,2,2,32,12,420,540,1,5
665,,,6,2,2,2,83,87,180,300,2,5
666,,,6,1,2,2,46,47,420,540,3,5
667,,,8,2,2,2,63,59,420,540,3,5
668,,,2,2,2,2,99,71,180,300,1,5
669,,,7,2,2,2,98,37,0,300,1,5
670,,,5,1,2,2,79,87,420,540,4,5
671,,,2,1,2,2,69,3,300,600,1,5
672,,,6,2,2,2,95,41,420,540,4,5
673,,,6,2,2,2,5,67,180,300,1,5
674,,,7,2,2,2,21,3,0,300,2,5
675,,,4,2,2,2,21,81,60,180,4,5
676,,,4,2,2,2,90,21,0,300,3,5
677,,,3,1,2,2,53,89,420,540,3,5
678,,,4,2,2,2,39,63,180,300,2,5
679,,,5,2,2,2,4,37,180,300,4,5
680,,,6,2,2,2,67,11,0,300,4,5
681,,,5,2,2,2,30,69,0,300,2,5
682,,,5,1,2,2,42,6,300,600,2,5
683,,,7,2,2,2,63,32,420,540,1,5
684,,,7,2,2,2,83,49,300,600,3,5
685,,,6,1,2,2,76,21,420,540,1,5
686,,,5,1,2,2,89,22,420,540,2,5
687,,,9,1,2,2,30,89,300,600,2,5
688,,,9,2,2,2,39,2,300,420,3,5
689,,,2,2,2,2,18,12,180,300,2,5
690,,,9,2,2,2,82,9,0,300,3,5
691,,,4,2,2,2,55,24,0,300,2,5
692,,,3,2,2,2,71,63,0,300,2,5
693,,,5,1,2,2,45,82,300,600,2,5
694,,,5,2,2,2,54,14,0,300,4,5
695,,,6,1,2,2,4,95,420,540,4,5
696,,,5,2,2,2,89,51,60,180,4,5
697,,,5,2,2,2,35,80,420,540,3,5
698,,,8,2,2,2,86,52,180,300,1,5
699,,,7,2,2,2,16,99,420,540,1,5
700,,,5,2,2,2,49,85,300,420,2,5
701,,,2,2,2,2,91,40,0,300,1,5
702,,,3,2,2,2,72,53,300,600,4,5
703,,,8,2,2,2,23,81,300,420,4,5
704,,,4,2,2,2,45,49,180,300,1,5
705,,,3,1,2,2,11,58,420,540,4,5
706,,,4,1,2,2,59,12,420,540,1,5
707,,,5,1,2,2,0,64,420,540,4,5
708,,,3,2,2,2,31,78,60,180,4,5
709,,,7,2,2,2,27,49,0,300,2,5
710,,,3,2,2,2,35,30,0,300,1,5
711,,,9,2,2,2,95,68,180,300,1,5
712,,,8,2,2,2,73,33,60,180,2,5
713,,,3,2,2,2,46,30,300,420,2,5
714,,,5,1,2,2,35,61,300,600,1,5
715,,,6,2,2,2,49,57,420,540,2,5
716,,,7,1,2,2,0,91,420,540,2,5
717,,,4,2,2,2,22,40,420,540,2,5
718,,,3,2,2,2,69,27,300,600,4,5
719,,,8,2,2,2,65,49,420,540,2,5
720,,,9,1,2,2,50,33,300,600,2,5
721,,,8,2,2,2,41,33,420,540,3,5
722,,,4,2,2,2,86,47,300,600,1,5
723,,,2,2,2,2,84,35,420,540,4,5
724,,,6,2,2,2,73,79,60,180,3,5
725,,,3,2,2,2,43,64,300,420,4,5
726,,,7,2,2,2,31,24,180,300,3,5
727,,,5,2,2,2,0,40,0,300,4,5
728,,,8,2,2,2,87,27,420,540,4,5
729,,,6,1,2,2,9,96,300,600,3,5
730,,,1,1,2,2,7,96,420,540,2,5
731,,,6,2,2,2,23,73,60,180,3,5
732,,,4,2,2,2,57,61,420,540,4,5
733,,,5,1,2,2,43,69,420,540,3,5
734,,,5,2,2,2,64,81,0,300,3,5
735,,,7,1,2,2,65,56,420,540,2,5
736,,,4,2,2,2,65,11,180,300,2,5
737,,,5,2,2,2,96,82,0,300,2,5
738,,,3,2,2,2,73,19,180,300,2,5
739,,,9,2,2,2,52,46,420,540,1,5
740,,,6,2,2,2,47,6,420,540,1,5
741,,,9,1,2,2,69,69,300,600,1,5
742,,,8,1,2,2,52,58,420,540,3,5
743,,,7,1,2,2,13,13,300,600,4,5
744,,,2,1,2,2,25,50,420,540,3,5
745,,,4,1,2,2,38,84,300,600,4,5
746,,,9,2,2,2,73,31,60,180,4,5
747,,,7,2,2,2,86,22,180,300,4,5
748,,,6,2,2,2,98,8,0,300,4,5
749,,,8,2,2,2,76,14,0,300,2,5
750,,,7,1,2,2,72,66,300,600,1,5
751,,,4,2,2,2,74,24,420,540,4,5
752,,,5,2,2,2,61,48,180,300,1,5
753,,,4,2,2,2,32,86,300,420,1,5
754,,,4,2,2,2,96,28,60,180,3,5
755,,,3,2,2,2,51,45,180,300,3,5
756,,,5,2,2,2,11,52,420,540,4,5
757,,,5,2,2,2,2,51,420,540,2,5
758,,,5,1,2,2,7,15,300,600,2,5
759,,,6,2,2,2,87,42,60,180,4,5
760,,,9,2,2,2,94,48,0,300,3,5
761,,,4,1,2,2,11,69,300,600,2,5
762,,,6,2,2,1,5,43,60,180,4,5
763,,,2,1,2,1,13,39,300,600,1,5
764,,,5,1,2,1,7,67,300,600,1,5
765,,,4,2,2,1,67,79,0,300,4,5
766,,,6,1,2,1,88,40,300,600,1,5
767,,,6,1,2,1,7,38,300,600,3,5
768,,,3,2,2,1,14,34,180,300,3,5
769,,,5,1,2,1,8,95,420,540,1,5
770,,,8,2,2,1,52,55,60,180,3,5
771,,,10,2,2,1,74,39,180,300,1,5
772,,,3,1,2,1,23,70,420,540,3,5
773,,,8,2,2,1,22,89,300,600,4,5
774,,,8,2,2,1,32,28,420,540,2,5
775,,,3,2,2,1,82,54,0,300,1,5
776,,,4,2,2,1,4,51,180,300,1,5
777,,,8,2,2,1,86,6,180,300,3,5
778,,,4,1,2,1,44,86,300,600,2,5
779,,,2,2,2,1,74,97,420,540,1,5
780,,,7,1,2,1,51,98,300,600,1,5
781,,,6,2,2,1,6,2,420,540,1,5
782,,,7,2,2,1,78,46,420,540,1,5
783,,,7,2,2,1,58,6,0,300,1,5
784,,,9,2,2,1,32,25,60,180,2,5
785,,,3,2,2,1,23,42,60,180,1,5
786,,,4,2,2,1,45,69,300,420,3,5
787,,,3,2,2,1,88,32,420,540,2,5
788,,,6,1,2,1,70,50,420,540,2,5
789,,,2,2,2,1,42,98,300,600,3,5
790,,,10,2,2,1,35,46,0,300,3,5
791,,,8,2,2,1,74,80,300,600,1,5
792,,,3,2,2,1,54,92,0,300,4,5
793,,,6,2,2,1,15,68,300,600,1,5
794,,,5,2,2,1,92,80,60,180,1,5
795,,,3,2,2,1,67,52,60,180,2,5
796,,,8,2,2,1,71,26,0,300,4,5
797,,,3,2,2,1,53,67,0,300,1,5
798,,,3,2,2,1,30,46,300,420,4,5
799,,,8,2,2,1,14,9,60,180,3,5
800,,,4,2,2,1,34,53,0,300,4,5
801,,,2,2,2,1,39,58,180,300,4,5
802,,,8,2,2,1,74,32,420,540,2,5
803,,,8,2,2,1,8,86,60,180,4,5
804,,,7,2,2,1,53,88,300,420,3,5
805,,,7,1,2,1,71,71,420,540,4,5
806,,,5,2,2,1,75,12,60,180,1,5
807,,,4,2,2,1,34,31,0,300,2,5
808,,,5,1,2,1,24,20,420,540,4,5
809,,,2,2,2,1,39,78,180,300,2,5
810,,,3,1,2,1,93,35,420,540,1,5
811,,,7,1,2,1,23,95,300,600,3,5
812,,,9,2,2,1,82,39,300,600,3,5
813,,,4,2,2,1,99,60,180,300,2,5
814,,,2,2,2,1,91,91,300,600,3,5
815,,,10,2,2,1,82,65,420,540,1,5
816,,,6,2,2,1,80,80,60,180,1,5
817,,,8,2,2,1,69,3,180,300,4,5
818,,,4,1,2,1,91,99,420,540,3,5
819,,,7,2,2,1,56,76,60,180,2,5
820,,,6,1,2,1,71,41,300,600,3,5
821,,,6,2,2,1,14,96,420,540,3,5
822,,,6,2,2,1,47,37,180,300,4,5
823,,,1,1,2,1,38,59,300,600,1,5
824,,,6,2,2,1,97,11,420,540,2,5
825,,,7,2,2,1,29,13,420,540,4,5
826,,,3,2,2,1,53,78,60,180,4,5
827,,,2,1,2,1,2,18,300,600,1,5
828,,,8,2,2,1,100,58,0,300,4,5
829,,,4,2,2,1,92,72,0,300,4,5
830,,,2,1,2,1,73,3,300,600,1,5
831,,,8,2,2,1,82,10,420,540,2,5
832,,,8,2,2,1,79,39,0,300,2,5
833,,,4,2,2,1,36,13,0,300,4,5
834,,,4,2,2,1,77,100,60,180,2,5
835,,,4,2,2,1,52,70,0,300,3,5
836,,,2,2,2,1,31,69,60,180,3,5
837,,,4,2,2,1,46,28,0,300,2,5
838,,,3,2,2,1,57,18,180,300,3,5
839,,,6,2,2,1,5,68,420,540,3,5
840,,,7,2,2,1,78,51,420,540,3,5
841,,,7,2,2,1,35,11,300,600,1,5
842,,,8,2,2,1,73,59,180,300,1,5
843,,,6,2,2,1,87,94,180,300,4,5
844,,,5,2,2,1,95,58,60,180,2,5
845,,,4,2,2,1,41,27,0,300,2,5
846,,,3,2,2,1,35,91,0,300,3,5
847,,,8,2,2,1,9,40,420,540,1,5
848,,,8,2,2,1,73,34,420,540,2,5
849,,,9,2,2,1,12,17,60,180,3,5
850,,,4,2,2,1,67,96,0,300,2,5
851,,,8,2,2,1,24,18,420,540,2,5
852,,,7,2,2,1,40,33,0,300,3,5
853,,,6,1,2,1,26,6,300,600,3,5
854,,,4,2,2,1,0,96,420,540,3,5
855,,,8,2,2,1,67,28,300,420,1,5
856,,,7,2,2,1,58,35,60,180,2,5
857,,,9,2,2,1,37,25,300,420,4,5
858,,,6,2,2,1,14,22,0,300,3,5
859,,,8,2,2,1,83,18,300,600,2,5
860,,,5,2,2,1,11,78,300,600,2,5
861,,,4,2,2,1,64,26,300,420,3,5
862,,,4,2,2,1,68,83,300,600,4,5
863,,,3,2,2,1,72,51,0,300,2,5
864,,,8,2,2,1,81,79,60,180,4,5
865,,,6,2,2,1,82,38,0,300,2,5
866,,,5,2,2,1,97,3,420,540,4,5
867,,,2,1,2,1,83,31,420,540,2,5
868,,,9,2,2,1,30,10,60,180,1,5
869,,,5,2,2,1,1,77,0,300,3,5
870,,,7,2,2,1,38,31,0,300,1,5
871,,,5,2,2,1,54,42,60,180,3,5
872,,,6,2,2,1,0,81,300,420,3,5
873,,,6,1,2,1,2,43,420,540,1,5
874,,,4,1,2,1,34,67,420,540,3,5
875,,,7,2,2,1,18,33,300,420,1,5
876,,,4,2,2,1,76,13,60,180,1,5
877,,,2,2,2,1,78,79,60,180,3,5
878,,,3,2,2,1,58,59,420,540,3,5
879,,,4,2,2,1,46,35,420,540,1,5
880,,,7,1,2,1,55,53,300,600,3,5
881,,,3,2,2,1,96,73,180,300,1,5
882,,,5,2,2,1,58,21,420,540,4,5
883,,,7,1,2,1,16,1,300,600,2,5
884,,,7,1,2,1,41,87,420,540,1,5
885,,,5,2,2,1,25,49,420,540,4,5
886,,,6,2,2,1,39,88,0,300,2,5
887,,,2,2,2,1,94,16,60,180,4,5
888,,,7,2,2,1,50,43,60,180,3,5
889,,,8,2,2,1,5,84,0,300,1,5
890,,,7,2,2,1,29,12,420,540,3,5
891,,,4,2,2,1,11,20,0,300,4,5
892,,,1,1,2,1,17,64,420,540,2,5
893,,,6,2,2,1,28,5,0,300,2,5
894,,,7,2,2,1,19,9,0,300,4,5
895,,,8,2,2,1,86,85,60,180,1,5
896,,,5,2,2,1,1,27,0,300,2,5
897,,,9,1,2,1,78,4,420,540,4,5
898,,,8,2,2,1,94,36,300,600,1,5
899,,,3,2,2,1,61,20,420,540,3,5
900,,,6,2,2,1,19,33,180,300,4,5
901,,,7,2,2,1,73,35,300,420,3,5
902,,,3,1,2,1,46,52,420,540,2,5
903,,,9,2,2,1,88,35,180,300,4,5
904,,,7,2,2,1,70,19,0,300,3,5
905,,,8,2,2,1,85,87,180,300,2,5
906,,,7,2,2,1,9,17,60,180,4,5
907,,,7,2,2,1,25,63,420,540,4,5
908,,,8,2,2,1,80,25,420,540,1,5
909,,,3,2,2,1,70,39,0,300,4,5
910,,,7,2,2,1,59,32,420,540,1,5
911,,,8,2,2,1,45,97,60,180,4,5
912,,,4,2,2,1,13,48,0,300,2,5
913,,,4,1,2,1,8,23,420,540,2,5
914,,,5,2,2,1,74,32,60,180,2,5
915,,,5,2,2,1,100,93,300,600,3,5
916,,,4,2,2,1,54,6,300,600,3,5
917,,,9,2,2,1,48,80,420,540,4,5
918,,,4,1,2,1,22,7,300,600,2,5
919,,,4,2,2,1,44,32,0,300,4,5
920,,,7,2,2,1,86,87,0,300,2,5
921,,,2,2,2,1,33,39,60,180,3,5
922,,,5,2,2,1,73,84,180,300,4,5
923,,,2,2,2,1,53,12,60,180,4,5
924,,,3,2,2,1,64,19,420,540,1,5
925,,,8,2,2,1,8,9,300,600,3,5
926,,,8,1,2,1,61,78,420,540,2,5
927,,,2,2,2,1,2,37,300,600,4,5
928,,,3,2,2,1,21,65,420,540,4,5
929,,,4,2,2,1,16,83,300,600,2,5
930,,,7,1,2,1,40,100,300,600,1,5
931,,,3,2,2,1,63,59,60,180,2,5
932,,,5,2,2,1,79,52,60,180,3,5
933,,,5,2,2,1,85,2,300,420,1,5
934,,,2,2,2,1,72,91,180,300,4,5
935,,,2,2,2,1,43,26,60,180,3,5
936,,,5,1,2,1,6,7,420,540,4,5
937,,,4,2,2,1,12,94,420,540,1,5
938,,,8,2,2,1,81,61,60,180,3,5
939,,,6,2,2,1,55,59,300,600,4,5
940,,,9,2,2,1,11,36,420,540,4,5
941,,,8,2,2,1,61,8,300,600,4,5
942,,,4,2,2,1,4,76,420,540,3,5
943,,,9,2,2,1,24,95,300,600,2,5
944,,,6,2,2,1,78,73,420,540,2,5
945,,,10,2,2,1,7,45,60,180,2,5
946,,,3,2,2,1,64,58,0,300,1,5
947,,,2,1,2,1,47,53,420,540,1,5
948,,,7,1,2,1,42,54,420,540,1,5
949,,,9,2,2,1,29,62,0,300,2,5
950,,,6,2,2,1,49,49,0,300,2,5
951,,,4,1,2,1,94,47,300,600,1,5
952,,,5,1,2,1,33,22,300,600,4,5
953,,,7,2,2,1,94,22,180,300,2,5
954,,,8,2,2,1,39,87,0,300,3,5
955,,,7,2,2,1,14,35,60,180,2,5
956,,,4,2,2,1,30,81,300,420,2,5
957,,,5,2,2,1,70,41,0,300,3,5
958,,,6,2,2,1,36,32,0,300,3,5
959,,,2,2,2,1,3,6,420,540,3,5
960,,,4,2,2,1,84,87,420,540,3,5
961,,,6,2,2,1,71,30,420,540,2,5
962,,,10,2,2,1,89,26,300,420,1,5
963,,,5,1,2,1,71,26,300,600,3,5
964,,,8,2,2,1,27,67,180,300,2,5
965,,,4,2,2,1,71,78,420,540,2,5
966,,,9,2,2,1,96,47,60,180,2,5
967,,,10,2,2,1,89,48,0,300,2,5
968,,,8,1,2,1,43,17,420,540,4,5
969,,,7,2,2,1,82,29,60,180,2,5
970,,,5,1,2,1,68,34,300,600,4,5
971,,,5,1,2,1,32,3,300,600,3,5
972,,,7,2,2,1,22,93,0,300,4,5
973,,,5,2,2,1,82,35,420,540,2,5
974,,,5,2,2,1,34,14,0,300,4,5
975,,,4,2,2,1,99,95,420,540,3,5
976,,,8,2,2,1,51,54,420,540,1,5
977,,,2,1,2,1,55,6,300,600,4,5
978,,,5,2,2,1,28,15,0,300,1,5
979,,,3,2,2,1,40,23,180,300,2,5
980,,,6,2,2,1,11,12,0,300,2,5
981,,,3,2,2,1,82,60,60,180,1,5
982,,,4,2,2,1,29,92,0,300,2,5
983,,,2,1,2,1,0,61,300,600,2,5
984,,,7,2,2,1,33,70,0,300,3,5
985,,,8,2,2,1,6,43,60,180,3,5
986,,,3,1,2,1,46,78,300,600,2,5
987,,,7,2,2,1,30,35,300,420,2,5
988,,,6,2,2,1,41,66,180,300,4,5
989,,,3,2,2,1,37,65,0,300,1,5
990,,,9,2,2,1,84,95,420,540,4,5
991,,,4,2,2,1,92,54,60,180,4,5
992,,,4,2,2,1,76,53,180,300,1,5
993,,,5,2,2,1,90,13,420,540,2,5
994,,,3,1,2,1,45,46,300,600,1,5
995,,,7,1,2,1,4,40,420,540,2,5
996,,,3,2,2,1,3,83,60,180,3,5
997,,,6,2,2,1,50,92,300,420,2,5
998,,,2,1,2,1,81,21,300,600,2,5
999,,,8,2,2,1,93,34,420,540,4,5
1000,,,10,2,2,1,21,82,0,300,4,5
1001,,,7,1,2,1,38,92,300,600,1,5
1002,,,6,2,2,1,69,51,0,300,3,5
1003,,,2,2,2,1,93,92,0,300,1,5
1004,,,4,1,2,1,79,66,420,540,2,5
1005,,,4,1,2,1,83,40,420,540,3,5
1006,,,10,2,2,1,85,67,60,180,2,5
1007,,,10,2,2,1,59,1,300,600,1,5
1008,,,9,2,2,1,82,7,300,600,1,5
1009,,,5,1,2,1,10,7,420,540,4,5
1010,,,5,2,2,1,4,23,180,300,3,5
1011,,,5,2,2,1,30,99,60,180,1,5
1012,,,5,2,2,1,63,7,60,180,1,5
1013,,,9,2,2,1,22,88,60,180,1,5
1014,,,7,2,2,1,9,37,300,600,2,5
1015,,,3,2,2,1,96,56,60,180,3,5
1016,,,2,2,2,1,84,30,60,180,1,5
1017,,,8,2,2,1,94,82,300,420,2,5
1018,,,2,1,2,1,85,29,420,540,2,5
1019,,,3,2,2,1,4,40,300,420,4,5
1020,,,6,1,2,1,84,89,300,600,4,5
1021,,,7,2,2,1,40,100,300,600,3,5
1022,,,4,1,2,1,60,68,300,600,4,5
1023,,,4,1,2,1,87,57,300,600,2,5
1024,,,5,1,2,1,27,91,420,540,2,5
1025,,,6,2,2,1,59,17,180,300,3,5
1026,,,2,2,2,1,85,61,60,180,2,5
1027,,,7,2,2,1,41,56,0,300,4,5
1028,,,8,2,2,1,38,9,300,420,3,5
1029,,,6,1,2,1,30,6,420,540,1,5
1030,,,8,2,2,1,52,47,0,300,4,5
1031,,,3,2,2,1,30,87,60,180,2,5
1032,,,4,1,2,1,52,90,300,600,2,5
1033,,,8,2,2,1,74,0,180,300,3,5
1034,,,5,2,2,1,61,55,60,180,3,5
1035,,,4,2,2,1,74,97,0,300,2,5
1036,,,6,1,2,1,56,27,420,540,1,5
1037,,,3,2,2,1,44,91,300,600,3,5
1038,,,6,2,2,1,87,11,0,300,1,5
1039,,,7,2,2,1,72,84,0,300,3,5
1040,,,8,2,2,1,72,80,300,600,3,5
1041,,,7,1,2,1,92,2,420,540,4,5
1042,,,3,1,2,1,80,80,300,600,1,5
1043,,,6,2,2,1,40,43,0,300,2,5
1044,,,3,2,2,1,1,71,60,180,4,5
1045,,,6,2,2,1,43,35,60,180,3,5
1046,,,3,2,2,1,44,86,0,300,4,5
1047,,,8,2,2,1,20,47,180,300,1,5
1048,,,3,2,2,1,0,10,0,300,2,5
1049,,,5,1,2,1,63,47,300,600,3,5
1050,,,5,2,2,1,29,68,180,300,1,5
1051,,,2,1,2,1,12,20,300,600,3,5
1052,,,8,2,2,1,96,56,180,300,3,5
1053,,,4,2,2,1,39,67,300,420,2,5
1054,,,6,1,2,1,78,36,420,540,4,5
1055,,,6,2,2,1,30,7,60,180,4,5
1056,,,2,2,2,1,66,49,0,300,4,5
1057,,,6,1,2,1,66,23,420,540,1,5
1058,,,2,2,2,1,52,84,300,600,3,5
1059,,,8,2,2,1,78,22,300,420,1,5
1060,,,3,2,2,1,1,32,180,300,2,5
1061,,,8,2,2,1,10,96,420,540,3,5
1062,,,3,2,2,1,60,5,60,180,1,5
1063,,,9,2,2,1,40,52,180,300,2,5
1064,,,2,2,2,1,92,17,300,420,4,5
1065,,,5,2,2,1,34,7,180,300,3,5
1066,,,9,1,2,1,4,87,420,540,1,5
1067,,,4,1,2,1,20,17,420,540,2,5
1068,,,10,2,2,1,85,71,420,540,4,5
1069,,,3,1,2,1,23,17,420,540,3,5
1070,,,3,1,2,1,14,17,300,600,4,5
1071,,,5,1,2,1,76,44,300,600,3,5
1072,,,3,2,2,1,64,95,0,300,4,5
1073,,,5,2,2,1,81,0,60,180,4,5
1074,,,5,2,2,1,98,97,0,300,1,5
1075,,,3,2,2,1,75,80,180,300,3,5
1076,,,8,1,2,1,46,30,300,600,3,5
1077,,,5,2,2,1,94,75,420,540,4,5
1078,,,8,2,2,1,73,69,420,540,2,5
1079,,,9,2,2,1,89,50,0,300,4,5
1080,,,2,2,2,1,58,4,300,420,1,5
1081,,,2,2,2,1,91,23,0,300,3,5
1082,,,7,2,2,1,39,50,0,300,3,5
1083,,,5,2,2,1,60,17,60,180,2,5
1084,,,8,2,2,1,66,18,300,420,2,5
1085,,,2,2,2,1,49,46,60,180,4,5
1086,,,8,2,2,1,28,85,60,180,4,5
1087,,,3,2,2,1,90,82,300,420,4,5
1088,,,8,2,2,1,29,77,180,300,4,5
1089,,,5,2,2,1,20,42,420,540,2,5
1090,,,8,2,2,1,43,37,0,300,1,5
1091,,,5,2,2,1,46,0,180,300,3,5
1092,,,3,2,2,1,76,35,420,540,1,5
1093,,,6,2,2,1,62,74,0,300,1,5
1094,,,6,2,2,1,93,12,0,300,4,5
1095,,,5,2,2,1,43,79,300,600,3,5
1096,,,6,2,2,1,10,65,60,180,3,5
1097,,,8,2,2,1,8,24,420,540,2,5
1098,,,7,1,2,1,46,87,300,600,4,5
1099,,,6,2,2,1,49,3,180,300,3,5
1100,,,7,1,2,1,92,89,420,540,2,5
1101,,,7,2,2,1,58,76,300,420,1,5
1102,,,3,2,2,1,79,5,420,540,2,5
1103,,,3,1,2,1,19,42,300,600,3,5
1104,,,2,2,2,1,1,23,420,540,2,5
1105,,,7,2,2,1,68,6,300,420,4,5
1106,,,5,2,2,1,81,65,420,540,2,5
1107,,,8,2,2,1,4,68,420,540,4,5
1108,,,3,2,2,1,88,73,60,180,3,5
1109,,,8,2,2,1,36,80,60,180,3,5
1110,,,3,2,2,1,97,11,60,180,1,5
1111,,,5,2,2,1,64,2,60,180,3,5
1112,,,4,2,2,1,5,57,300,600,3,5
1113,,,3,2,2,1,17,89,180,300,2,5
1114,,,8,1,2,1,41,58,420,540,1,5
1115,,,5,2,2,1,3,3,420,540,3,5
1116,,,1,1,2,1,39,90,420,540,1,5
1117,,,5,2,2,1,13,87,180,300,3,5
1118,,,9,2,2,1,19,75,60,180,3,5
1119,,,7,2,2,1,86,13,0,300,4,5
1120,,,8,2,2,1,92,57,60,180,3,5
1121,,,9,2,2,1,37,76,180,300,3,5
1122,,,5,2,2,1,6,99,420,540,1,5
1123,,,3,2,2,1,20,8,420,540,2,5
1124,,,6,1,2,1,21,53,420,540,1,5
1125,,,2,1,2,1,85,59,420,540,1,5
1126,,,5,2,2,1,34,7,180,300,2,5
1127,,,8,2,2,1,44,93,0,300,4,5
1128,,,8,2,2,1,1,45,420,540,2,5
1129,,,8,1,2,1,9,9,420,540,2,5
1130,,,4,2,2,1,77,55,420,540,3,5
1131,,,9,2,2,1,82,76,0,300,3,5
1132,,,9,2,2,1,83,27,420,540,4,5
1133,,,6,1,2,1,56,1,300,600,4,5
1134,,,7,2,2,1,48,80,420,540,2,5
1135,,,3,2,2,1,43,59,0,300,4,5
1136,,,8,2,2,1,39,7,0,300,1,5
1137,,,4,2,2,1,98,70,180,300,2,5
1138,,,4,2,2,1,87,3,300,420,3,5
1139,,,9,2,2,1,64,23,0,300,1,5
1140,,,9,1,2,1,73,12,420,540,2,5
1141,,,3,1,2,1,74,94,300,600,4,5
1142,,,6,2,2,1,21,14,0,300,4,5
1143,,,8,2,2,1,1,24,60,180,1,5
1144,,,3,2,2,1,85,61,420,540,4,5
1145,,,10,2,2,1,45,55,0,300,1,5
1146,,,6,2,2,1,51,49,60,180,2,5
1147,,,4,2,2,1,72,37,0,300,3,5
1148,,,8,2,2,1,3,3,300,600,4,5
1149,,,7,2,2,1,45,64,300,420,2,5
1150,,,7,1,2,1,0,6,420,540,3,5
1151,,,4,2,2,1,40,15,180,300,4,5
1152,,,2,2,2,1,28,17,180,300,3,5
1153,,,4,2,2,1,24,40,420,540,4,5
1154,,,7,2,2,1,28,19,420,540,3,5
1155,,,4,1,2,1,21,50,300,600,3,5
1156,,,4,2,2,1,99,73,300,420,3,5
1157,,,6,1,2,1,16,80,300,600,2,5
1158,,,8,2,2,1,94,3,300,420,1,5
1159,,,5,2,2,1,51,33,60,180,1,5
1160,,,6,2,2,1,68,25,60,180,2,5
1161,,,3,2,2,1,96,95,420,540,1,5
1162,,,7,1,2,1,6,35,300,600,2,5
1163,,,9,2,2,1,43,92,180,300,1,5
1164,,,5,1,2,1,14,57,300,600,3,5
1165,,,6,2,2,1,98,40,60,180,2,5
1166,,,5,2,2,1,19,20,180,300,4,5
1167,,,4,2,2,1,9,60,300,420,2,5
1168,,,6,2,2,1,32,41,60,180,2,5
1169,,,6,2,2,1,92,58,0,300,1,5
1170,,,6,2,2,1,8,29,180,300,2,5
1171,,,8,2,2,1,63,37,0,300,3,5
1172,,,8,2,2,1,83,20,420,540,1,5
1173,,,8,2,2,1,33,78,300,600,1,5
1174,,,7,2,2,1,25,39,60,180,1,5
1175,,,7,2,2,1,11,23,0,300,1,5
1176,,,8,2,2,1,62,1,60,180,1,5
1177,,,7,2,2,1,5,39,300,420,2,5
1178,,,2,2,2,1,68,12,300,420,2,5
1179,,,3,2,2,1,69,69,300,420,3,5
1180,,,4,2,2,1,64,23,300,600,4,5
1181,,,4,2,2,1,48,47,180,300,4,5
1182,,,4,2,2,1,46,24,0,300,4,5
1183,,,4,2,2,1,44,84,60,180,4,5
1184,,,3,2,2,1,75,71,60,180,2,5
1185,,,3,2,2,1,1,70,180,300,1,5
1186,,,7,2,2,1,35,36,300,420,2,5
1187,,,5,2,2,1,30,48,180,300,1,5
1188,,,6,1,2,1,71,26,420,540,1,5
1189,,,3,2,2,1,84,30,0,300,3,5
1190,,,8,2,2,1,39,83,420,540,3,5
1191,,,9,2,2,1,84,93,420,540,3,5
1192,,,9,2,2,1,38,37,300,600,4,5
1193,,,8,2,2,1,98,93,420,540,2,5
1194,,,6,2,2,1,45,10,0,300,3,5
1195,,,5,2,2,1,16,90,0,300,3,5
1196,,,7,1,2,1,7,36,300,600,1,5
1197,,,6,2,2,1,43,65,0,300,2,5
1198,,,5,2,2,1,82,46,180,300,1,5
1199,,,3,2,2,1,31,81,180,300,2,5
1200,,,7,1,2,1,74,22,300,600,3,5
1201,,,6,2,2,1,9,95,0,300,2,5
1202,,,6,2,2,1,97,9,180,300,2,5
1203,,,4,2,2,1,9,39,180,300,2,5
1204,,,8,2,2,1,17,35,300,420,3,5
1205,,,8,2,2,1,33,86,420,540,1,5
1206,,,9,2,2,1,7,88,180,300,4,5
1207,,,7,2,2,1,27,1,60,180,2,5
1208,,,7,2,2,1,98,64,300,600,4,5
1209,,,7,2,2,1,71,38,60,180,4,5
1210,,,9,2,2,1,44,38,420,540,1,5
1211,,,4,2,2,1,46,81,180,300,2,5
1212,,,7,2,2,1,68,58,0,300,2,5
1213,,,3,2,2,1,77,37,180,300,4,5
1214,,,7,2,2,1,63,42,60,180,4,5
1215,,,4,2,2,1,59,3,420,540,3,5
1216,,,6,2,2,1,63,63,300,420,1,5
1217,,,6,2,2,1,77,72,180,300,4,5
1218,,,7,2,2,1,20,63,300,600,4,5
1219,,,7,2,2,1,6,65,60,180,2,5
1220,,,6,2,2,1,9,33,180,300,2,5
1221,,,4,2,2,1,43,44,180,300,2,5
1222,,,9,1,2,1,46,12,300,600,2,5
1223,,,8,2,2,1,1,98,180,300,1,5
1224,,,5,1,2,1,30,59,300,600,2,5
1225,,,6,2,2,1,67,68,300,420,3,5
1226,,,4,2,2,1,36,28,60,180,4,5
1227,,,3,1,2,1,37,3,300,600,3,5
1228,,,6,2,2,1,91,49,60,180,4,5
1229,,,8,2,2,1,83,70,180,300,1,5
1230,,,8,2,2,1,3,87,420,540,1,5
